0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,-3.471417,3.020655,-6.942835,6.041309
1.35,-6.942838,6.041311,-6.942835,6.041309
2.25,-8.678552,4.789908,17.35709,-8.801636
-1.65,0.3471331,0.2130581,17.35709,-8.801636
-3.15,9.025675,-4.18776,17.35709,-8.801636
-5.700002,0,0,0,0
-2.4,0,0,0,0
0.4500002,2.827955,-2.194858,7.855432,-6.096827
-3.15,6.755673,-5.243269,7.855432,-6.096827
-4.950001,7.776875,-5.617466,-19.63858,8.871033
-1.2,-2.042416,-1.181951,-19.63858,8.871033
2.55,0,0,0,0
1.8,0,0,0,0
1.2,0.1255351,0.1206727,6.276758,6.033633
4.500001,3.263915,3.13749,6.276758,6.033633
3.450001,6.527826,6.27498,6.276758,6.033633
5.850002,9.666202,4.868926,6.276758,-7.033633
2.1,2.8873,0.5784094,-15.69189,-8.792041
2.086163E-07,-4.958648,-3.817611,-15.69189,-8.792041
2.086163E-07,0,0,0,0
0.6000001,0,0,0,0
2.4,0.4566259,-0.3189817,7.610431,-5.316362
-1.5,4.41405,-3.083491,7.610431,-5.316362
-4.350001,8.219269,-5.74167,7.610431,-5.316362
-5.400002,0,0,0,0
-3.900001,0,0,0,0
-0.8999996,0.9765189,-0.9733805,6.975135,-6.952718
-3.3,4.464087,-4.449738,6.975135,-6.952718
-4.800001,7.95165,-6.157444,6.975135,7.952718
-4.350001,11.43921,-2.181087,6.975135,7.952718
-0.4499997,0,0,0,0
-1.5,0,0,0,0
1.35,-3.174266,2.888565,-6.613056,6.017844
1.35,-6.480797,5.897489,-6.613056,6.017844
1.2,-9.787329,5.276418,-6.613056,-7.017844
-1.949999,-2.182314,0.9604443,16.53264,-8.772305
-3,6.084004,-3.425708,16.53264,-8.772305
-6.600002,5.753352,-6.759185,-16.53264,-4.386153
-6.5,-2.512967,-4.86789,-16.53264,5.386153
-4.849999,-9.456676,-2.228675,16.53264,2.693076
-1.999997,-0.859703,-0.8282754,16.53264,2.693076
-0.7999974,7.737268,0.5721241,16.53264,2.693076
2.650003,4.100088,1.46084,-16.53264,1.346538
2.650003,-4.16623,2.13411,-16.53264,1.346538
2.050002,-7.472757,2.740053,16.53264,0.6732691
0.5500026,0.7935609,3.076688,16.53264,0.6732691
1.600002,9.05988,3.413323,16.53264,0.6732691
4.750004,0,0,0,0
1.600002,0,0,0,0
1.150002,1.381761,-0.9258346,7.676453,-5.143525
-0.6499975,5.21999,-3.497596,7.676453,-5.143525
-4.399999,9.058219,-6.069358,7.676453,-5.143525
-6.5,6.576144,-3.629975,-9.698853,9.350669
-6.5,1.726719,1.045359,-9.698853,9.350669
-6.5,-3.122708,5.720692,-9.698853,9.350669
-6.5,-7.972131,3.717573,-9.698853,-10.35067
-3.499998,-8.840823,-1.065787,3.570261,-8.478831
-2.599998,-7.055688,-5.305203,3.570261,-8.478831
-2.599998,-5.270553,-4.536473,3.570261,9.478831
-2.599998,-3.485419,0.2029424,3.570261,9.478831
-2.599998,-1.628885,5.131935,3.570261,9.478831
-0.7999974,0.1562454,4.303205,3.570261,-10.47883
-2.599998,1.941375,-0.9362102,3.570261,-10.47883
-1.849997,3.726505,-6.175626,3.570261,-10.47883
2.050002,5.583045,-2.4224,3.570261,11.47883
4.300004,7.36818,3.317014,3.570261,11.47883
3.550003,9.153315,5.243204,3.570261,-12.47883
1.000002,8.724882,0.6260376,-3.570261,-6.239415
-2.749998,6.939747,-2.49367,-3.570261,-6.239415
-3.499998,5.154612,-5.613377,-3.570261,-6.239415
-3.499998,3.369478,-5.248589,-3.570261,7.239415
-3.499998,0,0,0,0
-3.499998,0,0,0,0
0.1000022,-0.8484962,0.8435516,-6.060688,6.02537
2.050002,-3.878839,3.856237,-6.060688,6.02537
2.050002,-7.030401,6.989426,-6.060688,6.02537
1.750002,-9.81832,4.018775,15.15172,-8.781712
-1.999997,-2.24246,-0.3720804,15.15172,-8.781712
-4.249999,5.333398,-4.762936,15.15172,-8.781712
-6.5,6.84857,-5.970196,-15.15172,4.890856
-4.099998,-0.7272881,-3.524771,-15.15172,4.890856
-0.1999975,-8.606181,-0.981526,-15.15172,4.890856
1.750002,-4.060666,0.5346394,15.15172,2.445428
1.750002,3.515193,1.757354,15.15172,2.445428
3.550003,8.666777,2.906704,-15.15172,1.222714
5.350004,1.090918,3.518063,-15.15172,1.222714
5.350004,-6.48494,4.12942,-15.15172,1.222714
5.350004,-6.181906,4.594049,15.15172,0.611357
3.550003,1.393952,4.899725,15.15172,0.611357
4.300004,8.969811,5.205401,15.15172,0.611357
6.5,2.909124,5.388807,-15.15172,0.3056785
3.799998,-4.666734,5.541646,-15.15172,0.3056785
3.799998,-8.000112,5.676145,15.15172,0.1528392
3.799998,-0.4242538,5.75257,15.15172,0.1528392
3.799998,7.151604,5.828995,15.15172,0.1528392
6.5,0,0,0,0
3.799998,0,0,0,0
2.299997,-1.497676,1.390053,-7.488382,6.950266
2.299997,-5.241869,4.865187,-7.488382,6.950266
2.299997,-9.135834,5.817228,-7.488382,-7.950266
1.099997,-2.62094,1.08682,18.72095,-9.937832
-2.650003,6.739539,-3.882097,18.72095,-9.937832
-6.250005,0,0,0,0
-3.400003,0,0,0,0
0.3499976,1.450937,-1.381473,6.04557,-5.756137
-1.000002,4.473722,-4.259543,6.04557,-5.756137
-4.750004,7.496511,-7.137613,6.04557,-5.756137
-3.400003,8.584718,-3.644421,-15.11392,8.445171
-1.600002,0.7254763,0.7470675,-15.11392,8.445171
0.9499975,-6.831486,4.969652,-15.11392,8.445171
0.9499975,0,0,0,0
0.9499975,0,0,0,0
2.299998,1.032228,0.9271761,6.451423,5.794851
